juha,9,2022-12-06
Juha,7,2022-12-06
Juha,5,2022-12-06
juha,4,2022-12-06
juha,4,2022-12-06
juha,3,2022-12-06
juha,3,2022-12-06
juha,1,2022-12-06
juha,0,2022-12-06
juha,0,2022-12-06
